Processors,GALE,DE,GALE,DE
1,29.96949601,265.149138,1,1
2,28.55670094,130.472976,1.049473329,2.032214993
4,43.24155188,127.452399,0.6930717033,2.080377773
6,31.91470098,75.31315684,0.9390498763,3.520621749
8,27.58597994,47.90883493,1.086403169,5.534451805
10,31.57625699,51.74184799,0.9491149005,5.12446208
12,38.61830902,51.1183908,0.7760437153,5.186961754
14,27.76129603,58.64664388,1.079542395,4.52113063
16,48.4573648,35.60323501,0.6184714364,7.447332747
